100 3580
94 40 49
40 96 11
40 97 65
40 98 29
98 40 29
41 45 95
41 46 59
41 47 32
41 48 52
41 50 71
41 51 91
41 52 65
41 53 95
41 54 96
41 55 39
41 56 69
41 57 52
41 58 30
41 61 39
41 62 90
41 65 78
65 41 79
41 68 2
41 69 47
41 70 18
41 71 37
41 72 23
41 74 20
41 75 11
41 76 9
41 77 11
41 78 92
41 79 59
41 80 37
41 81 30
41 82 2
41 83 32
41 86 43
41 88 17
41 90 54
90 41 60
41 91 86
41 92 62
41 93 8
93 41 25
41 95 24
41 96 80
41 97 86
97 41 99
41 98 15
42 45 69
42 46 42
42 48 23
42 49 44
42 51 85
42 55 87
55 42 71
42 56 38
56 42 11
42 60 14
42 61 98
42 64 5
42 65 93
42 66 70
42 67 92
42 68 53
42 69 85
42 72 48
42 73 31
42 75 54
75 42 13
42 76 78
42 79 62
42 83 72
42 85 23
42 86 12
42 89 49
42 91 73
42 93 92
93 42 88
42 94 87
42 97 88
42 98 1
42 99 47
43 44 71
43 46 64
43 50 52
43 51 61
43 52 90
52 43 51
43 53 99
43 54 2
43 55 46
43 56 26
43 57 6
43 58 76
43 60 3
43 61 82
43 63 13
43 66 66
43 67 50
67 43 16
43 69 29
43 72 22
43 73 18
43 74 12
43 75 22
43 76 46
76 43 9
43 78 30
43 79 75
43 80 42
43 81 35
43 82 74
43 83 92
43 84 27
43 86 41
43 87 52
43 89 34
43 90 36
43 91 12
43 92 66
43 93 12
43 95 78
43 97 100
43 99 78
44 45 66
44 46 33
44 47 38
44 49 8
44 50 22
44 51 67
44 52 40
52 44 10
44 53 79
44 56 99
44 57 86
44 58 35
44 59 57
44 60 96
44 63 91
44 64 100
44 66 5
44 67 90
67 44 31
44 68 10
44 69 6
44 71 38
44 73 22
73 44 84
44 74 40
44 75 92
44 78 59
44 79 46
44 80 23
80 44 90
44 81 66
44 82 60
44 85 20
44 87 42
44 90 23
44 92 50
44 93 47
93 44 47
44 94 85
44 95 61
44 96 15
44 97 43
44 98 40
45 46 94
45 48 46
48 45 29
45 52 68
45 53 97
53 45 35
45 54 100
45 55 46
45 57 3
57 45 91
45 60 87
60 45 33
45 61 77
45 63 93
45 64 7
45 65 26
45 66 73
45 67 2
45 69 86
45 70 34
45 71 48
45 72 36
45 74 2
45 75 10
45 76 36
45 77 33
77 45 26
45 79 92
45 81 84
45 82 99
45 83 61
45 85 22
45 86 65
45 88 31
45 89 98
45 91 57
45 92 80
45 94 18
45 95 65
45 96 22
45 97 18
45 99 17
46 47 3
46 49 91
46 50 37
46 52 47
52 46 93
46 54 4
46 55 7
46 56 54
46 57 63
57 46 43
46 58 61
46 59 16
46 60 70
46 63 10
46 64 51
46 68 85
46 69 40
46 70 13
46 72 42
46 73 38
46 74 16
46 75 82
46 76 68
76 46 68
46 77 23
46 78 40
46 80 44
46 82 97
46 83 57
46 84 86
46 85 69
46 87 23
87 46 44
46 90 65
46 91 27
46 92 13
46 94 68
46 95 61
46 97 23
46 99 73
47 48 91
47 49 56
47 50 41
50 47 32
47 51 7
47 52 58
47 53 62
47 54 71
54 47 86
47 55 2
47 57 34
47 58 70
47 60 36
47 61 16
47 62 16
47 63 43
47 64 83
47 66 60
47 67 32
47 68 27
47 69 20
47 70 62
47 72 17
72 47 3
47 73 31
47 74 66
47 75 7
47 76 100
47 77 2
47 78 15
47 79 63
47 80 3
47 81 41
47 83 68
47 86 30
47 87 92
47 90 86
47 91 70
47 93 43
47 94 47
47 96 43
47 97 33
47 98 90
47 99 7
48 50 84
48 51 65
48 52 96
52 48 1
48 53 77
48 55 50
48 56 45
48 59 7
48 60 9
48 61 14
48 62 53
48 63 42
63 48 30
48 64 92
48 65 40
48 66 64
48 67 7
67 48 79
48 69 79
48 70 13
48 71 74
48 72 13
48 74 12
48 75 54
75 48 19
48 76 90
48 77 23
77 48 33
48 79 52
48 80 7
48 82 52
48 83 50
48 84 61
84 48 30
48 86 22
48 87 92
48 88 49
48 90 70
48 91 63
48 92 40
48 94 61
48 96 7
48 97 55
48 98 53
49 51 75
49 53 100
49 56 77
49 57 18
49 58 1
49 62 67
49 64 17
49 65 73
49 66 66
49 67 77
67 49 81
49 68 65
49 69 63
49 73 4
49 74 40
49 75 3
49 76 12
49 77 16
49 78 1
49 81 57
49 83 23
49 84 15
49 86 23
49 87 61
49 89 55
49 92 4
49 95 40
49 96 65
49 97 56
97 49 67
49 98 20
49 99 38
50 51 83
50 54 65
50 56 13
50 58 29
50 60 11
50 61 56
50 62 80
50 63 7
50 65 76
50 67 84
50 68 84
50 70 8
50 72 66
50 74 52
50 75 57
50 76 36
50 81 93
50 85 39
50 87 89
50 88 93
50 89 82
50 91 14
50 92 59
92 50 55
50 93 90
93 50 92
50 94 11
50 95 52
50 97 2
50 98 89
50 99 38
51 52 91
51 54 35
51 55 5
55 51 84
51 56 54
51 57 49
51 58 25
51 59 35
51 61 49
51 62 63
51 63 65
51 64 43
51 66 68
51 67 86
51 69 69
51 70 39
51 71 1
51 75 75
51 76 86
51 77 51
51 78 37
78 51 8
51 79 39
51 80 26
51 82 54
51 85 47
85 51 63
51 86 30
51 87 2
51 88 96
51 89 58
51 90 15
51 91 44
51 92 7
51 93 5
51 94 69
51 96 7
51 99 70
52 54 36
52 55 16
52 62 65
52 63 12
52 65 25
52 66 61
52 67 54
52 68 43
52 69 80
52 70 46
52 71 70
52 73 46
52 74 51
52 75 84
52 76 68
52 77 87
52 78 75
52 83 90
52 84 22
52 85 36
52 87 62
52 88 6
52 90 90
52 91 50
52 92 65
52 94 50
52 95 8
52 96 5
96 52 24
52 97 44
52 98 1
52 99 49
99 52 59
53 54 95
53 55 63
53 56 20
53 57 49
53 58 63
53 62 11
53 63 70
53 65 23
53 67 78
53 69 23
53 70 49
53 71 46
53 72 7
53 73 13
73 53 94
53 74 93
53 75 32
53 76 91
53 77 37
53 79 91
53 82 74
53 83 47
53 84 52
53 85 62
53 86 79
53 88 70
53 89 20
53 91 73
53 95 76
53 96 87
54 55 18
54 56 78
56 54 86
54 57 84
54 58 71
54 59 20
54 60 28
54 62 5
62 54 35
54 65 55
54 66 76
54 71 40
54 73 67
54 74 14
54 75 17
54 78 11
54 80 92
54 81 49
54 84 64
54 86 65
54 87 72
54 88 52
54 89 55
54 90 11
54 92 79
54 93 35
54 94 100
54 95 79
54 96 3
54 97 50
97 54 31
54 98 57
98 54 89
55 56 15
55 57 2
55 58 9
55 61 29
55 63 9
63 55 40
55 64 44
55 67 2
67 55 64
55 68 67
55 70 28
55 74 43
55 75 56
55 76 72
55 77 76
55 78 22
55 79 70
55 80 42
55 82 87
55 86 50
86 55 48
55 87 1
55 89 46
55 90 42
55 91 1
55 93 90
55 96 56
55 97 98
55 98 62
55 99 81
56 57 51
56 61 12
56 62 60
56 64 33
56 66 59
56 68 20
56 69 31
56 70 29
56 72 34
56 73 20
73 56 12
56 74 46
56 76 54
56 77 93
56 78 29
56 80 7
56 82 10
82 56 24
56 83 78
56 84 81
84 56 76
56 86 38
56 87 2
56 88 91
56 89 58
56 90 14
56 91 28
56 92 33
56 93 75
56 95 83
56 96 18
56 97 84
56 98 90
57 58 9
57 59 32
57 60 86
57 62 44
57 67 52
57 68 89
57 69 20
57 70 87
57 71 84
57 72 95
57 73 84
57 75 61
57 76 41
57 77 93
57 78 8
57 79 33
57 80 88
57 81 53
57 82 16
57 83 2
57 85 11
57 86 4
57 87 92
57 90 97
57 91 37
57 92 79
57 93 40
57 96 52
57 97 84
57 98 88
57 99 27
58 59 93
58 60 85
58 62 47
58 64 94
58 65 78
58 66 16
58 68 32
58 69 87
58 71 32
58 73 15
58 75 21
58 76 43
76 58 80
58 77 81
58 78 1
58 80 63
80 58 74
58 81 41
58 82 21
58 85 63
58 86 49
58 88 63
58 89 52
58 91 16
58 93 38
58 96 75
58 97 63
58 98 95
58 99 5
59 61 55
59 62 5
59 67 78
59 68 30
59 69 13
69 59 66
59 70 57
59 71 16
59 73 54
59 74 19
59 75 97
59 77 41
59 78 33
78 59 41
59 79 14
59 80 78
59 82 54
59 84 42
59 87 93
59 90 40
59 92 43
59 93 29
93 59 78
59 94 19
59 96 80
59 97 64
59 98 9
60 61 49
60 64 54
60 65 82
65 60 56
60 66 61
60 68 23
60 69 92
60 70 72
60 73 34
60 74 39
74 60 53
60 76 49
60 77 16
60 79 56
60 81 24
60 83 59
60 86 14
60 87 25
60 88 77
60 89 11
60 90 84
90 60 97
60 91 62
91 60 19
60 92 30
60 94 40
61 62 63
61 63 99
61 64 49
61 65 51
61 66 4
61 67 61
61 68 41
61 69 46
61 70 35
61 71 10
61 72 15
61 73 58
61 74 26
61 75 23
61 76 61
61 77 74
61 78 75
61 79 5
61 80 29
61 81 27
61 82 64
61 83 77
61 84 12
61 86 17
61 87 47
61 88 2
61 90 45
90 61 80
61 91 59
61 94 10
61 96 75
61 98 34
61 99 26
62 63 14
62 64 36
62 65 36
62 66 95
66 62 90
62 67 99
62 68 7
62 70 97
62 71 15
62 72 62
62 73 72
62 75 75
62 76 57
62 78 80
62 79 86
62 80 69
80 62 57
62 81 76
62 82 54
62 83 36
62 84 80
62 85 43
62 86 3
62 87 77
62 88 79
62 89 83
62 92 78
62 94 72
62 95 46
62 96 91
62 97 93
62 99 55
63 65 46
63 66 24
63 67 29
63 68 93
63 69 57
63 70 5
70 63 6
63 71 58
63 74 65
63 75 29
63 76 65
63 77 47
63 78 13
63 81 59
63 82 5
63 83 11
63 86 27
63 88 54
63 92 23
63 96 99
64 66 19
64 67 6
64 68 65
68 64 69
64 69 24
64 72 85
64 73 97
64 75 53
64 76 91
64 77 86
64 78 56
64 79 46
64 80 42
64 82 37
64 83 43
64 85 86
64 87 2
64 88 22
64 90 70
90 64 97
64 91 9
91 64 61
64 92 64
64 93 60
64 96 15
96 64 88
64 98 41
64 99 49
65 66 92
65 68 62
68 65 95
65 70 82
65 71 14
65 72 47
65 73 34
65 75 95
65 76 46
65 77 25
65 78 57
65 81 51
65 82 94
65 84 4
65 85 71
65 86 66
65 90 44
65 91 95
65 93 84
65 94 43
65 95 87
65 96 43
65 97 66
97 65 34
65 99 93
66 68 5
66 70 2
66 72 61
66 74 81
66 75 43
66 77 47
66 78 32
66 79 86
66 82 98
66 84 76
66 85 56
66 86 49
66 89 51
66 90 76
66 91 84
66 93 23
66 96 93
66 97 31
66 98 87
66 99 67
67 68 79
67 70 94
67 71 13
67 72 10
67 74 60
67 75 89
67 76 76
67 77 57
67 79 52
67 80 38
67 82 97
67 84 32
67 85 60
67 88 52
67 89 22
67 91 10
67 92 84
67 93 41
67 94 17
67 95 77
95 67 49
67 96 38
67 97 69
67 98 19
67 99 99
68 69 90
68 70 49
68 71 79
68 72 13
68 74 50
68 75 42
68 76 84
68 77 51
68 78 90
68 79 19
68 81 69
68 83 92
68 84 75
68 85 73
68 86 21
68 87 55
87 68 52
68 88 45
68 89 85
68 91 75
68 93 15
68 94 19
68 95 54
68 96 16
68 98 91
69 70 67
69 71 87
69 73 93
69 74 37
69 75 7
69 76 21
69 77 93
69 78 30
69 79 48
69 81 72
69 82 70
69 84 42
69 85 96
85 69 71
69 87 99
69 90 90
69 91 88
69 92 56
69 93 59
69 95 5
95 69 8
69 96 96
69 97 99
69 99 13
70 74 87
74 70 77
70 75 80
75 70 26
70 76 98
70 77 100
70 81 69
70 83 58
70 85 59
70 86 39
70 88 34
70 89 12
70 90 96
90 70 22
70 93 79
70 94 71
70 95 35
70 96 58
70 98 38
70 99 7
71 72 16
71 73 41
71 74 15
71 75 84
71 77 19
71 79 87
71 80 31
80 71 79
71 81 99
71 82 68
71 83 94
83 71 19
71 84 71
71 86 83
71 87 17
71 88 20
71 89 92
71 90 59
71 91 92
71 93 95
71 94 65
71 95 78
71 96 48
71 97 68
72 73 55
73 72 90
72 76 89
72 80 29
72 81 8
72 83 97
72 84 18
72 85 4
72 87 56
72 88 95
72 89 63
72 90 60
72 91 87
72 92 94
72 93 23
72 94 55
94 72 64
72 95 78
72 97 45
72 99 77
99 72 86
73 74 79
73 77 7
73 78 64
73 79 91
73 80 67
80 73 97
73 81 41
73 84 43
73 85 61
73 87 8
73 89 32
73 92 35
73 93 100
73 94 27
73 95 76
73 96 1
73 97 30
73 98 12
98 73 43
73 99 6
74 75 33
74 77 3
74 81 83
74 82 15
74 85 53
74 89 30
74 94 92
74 95 30
95 74 81
74 97 4
74 99 78
75 76 67
75 77 58
75 78 2
75 81 34
75 82 87
82 75 68
75 83 37
75 84 73
75 86 96
75 88 28
75 89 39
75 90 88
75 91 37
75 94 88
94 75 23
75 95 22
75 96 68
75 98 65
75 99 50
76 77 38
76 85 37
76 87 88
76 89 38
76 91 92
76 92 96
76 93 88
76 94 60
76 96 95
76 97 21
76 99 99
77 78 3
77 79 12
77 81 64
77 82 37
77 83 12
77 84 69
77 85 49
85 77 1
77 86 76
77 87 45
77 89 69
89 77 32
77 91 72
77 92 54
77 93 96
77 94 27
78 79 36
78 80 75
78 82 48
78 83 4
83 78 82
78 84 94
78 87 61
78 88 69
78 89 70
78 90 93
78 91 38
91 78 51
78 93 97
78 94 51
94 78 54
78 95 91
78 96 43
78 98 69
78 99 17
79 81 58
79 83 81
79 85 90
79 86 34
79 87 81
79 88 65
79 89 87
79 91 49
79 92 81
79 96 10
79 99 97
99 79 3
80 82 62
82 80 9
80 84 50
80 85 59
80 88 5
88 80 86
80 89 38
80 90 49
80 91 91
80 94 65
80 95 51
80 96 20
81 82 62
81 83 75
81 84 62
81 85 94
85 81 66
81 86 21
81 87 23
81 89 53
81 90 16
81 91 55
81 93 40
81 94 68
81 95 95
81 96 41
81 97 89
81 99 23
82 83 18
82 85 22
82 86 91
82 88 84
82 89 78
82 90 38
82 91 28
82 92 84
82 93 4
82 96 38
82 97 13
82 99 83
83 84 4
83 85 78
83 87 35
83 88 49
83 90 2
83 91 82
83 92 11
83 93 37
83 94 84
83 96 46
83 97 50
83 98 23
84 85 87
84 87 13
84 88 86
84 89 11
84 91 53
84 92 45
84 96 48
96 84 78
84 97 68
97 84 30
84 98 39
84 99 11
85 88 77
85 89 4
85 90 47
85 92 3
85 93 48
85 94 75
85 97 88
85 98 18
85 99 24
86 88 98
86 89 84
86 90 62
86 93 91
86 94 61
86 96 9
96 86 21
86 97 12
86 98 81
86 99 75
87 88 35
87 89 40
89 87 62
87 90 30
87 92 93
87 93 72
87 97 96
88 89 6
88 90 50
90 88 65
88 93 6
88 94 36
88 98 28
88 99 45
89 90 96
89 91 25
89 92 6
89 93 58
89 94 45
89 95 70
89 96 44
89 98 20
90 91 74
90 92 57
90 93 43
90 94 71
90 96 61
90 97 24
90 98 85
90 99 41
91 93 53
91 95 88
91 96 48
91 97 50
91 98 73
91 99 12
92 93 37
92 95 40
92 96 39
92 97 82
92 98 99
93 95 85
93 96 33
93 99 3
94 98 82
96 98 94
96 99 33
97 98 25
97 99 91
98 99 37

