100 3606
39 59 90
39 60 72
39 61 98
39 64 33
39 65 63
39 66 83
39 67 60
67 39 71
39 68 88
39 69 50
39 70 44
39 73 75
39 74 87
39 75 74
39 76 40
39 78 22
78 39 7
39 80 56
39 81 4
81 39 52
39 82 58
39 84 46
84 39 92
39 85 95
39 86 8
39 87 31
39 88 94
39 90 99
39 96 7
39 98 17
39 99 96
40 41 97
40 43 56
43 40 78
40 44 5
40 45 50
40 46 69
40 47 77
40 49 60
40 50 14
40 51 49
40 52 48
52 40 61
40 53 92
40 54 76
40 56 68
40 57 65
57 40 58
40 58 99
40 59 27
40 60 54
40 61 24
40 62 58
40 63 80
40 64 72
40 65 32
40 66 85
40 67 82
40 70 34
40 71 40
40 74 91
40 77 42
40 78 26
40 79 44
40 81 57
40 83 34
83 40 43
40 85 62
40 86 37
40 87 19
40 91 93
91 40 93
40 92 90
40 94 97
40 95 52
40 96 50
40 97 16
40 98 67
41 42 100
41 43 83
41 45 80
45 41 95
41 47 73
41 49 34
41 52 31
52 41 55
41 53 18
53 41 48
41 54 20
41 55 77
41 56 71
41 58 17
41 60 71
41 61 45
41 63 79
41 64 69
41 65 95
41 66 62
66 41 38
41 67 72
41 68 7
41 69 69
41 71 75
41 73 25
41 74 67
41 76 65
41 77 66
41 79 89
41 80 33
41 81 60
41 82 16
41 86 80
41 87 97
41 89 71
41 90 47
41 94 17
41 96 30
41 98 40
41 99 60
99 41 93
42 43 73
42 47 2
42 48 90
42 49 80
42 50 19
50 42 17
42 52 48
42 55 98
42 56 49
42 58 59
42 59 29
42 60 76
42 61 30
42 62 12
62 42 25
42 63 85
42 65 82
42 67 89
42 69 65
69 42 54
42 70 93
42 71 44
42 74 59
42 75 51
42 77 3
42 78 12
42 80 24
42 84 1
42 85 100
42 89 78
42 90 92
42 92 31
42 94 14
42 95 45
42 96 49
42 99 37
43 45 15
43 47 19
47 43 22
43 48 64
43 49 99
43 50 37
43 52 93
43 53 3
43 55 62
43 56 16
43 57 13
43 58 62
43 59 47
43 64 94
43 65 74
65 43 51
43 66 60
43 67 74
43 68 19
43 70 1
43 71 10
43 72 71
43 74 28
43 75 40
43 77 19
43 78 78
43 82 37
43 84 20
43 87 21
43 88 82
43 89 21
43 90 44
43 92 66
43 95 80
43 97 79
43 98 7
43 99 91
44 47 42
44 48 71
44 49 78
44 50 32
44 53 72
44 54 90
54 44 68
44 56 22
44 57 25
44 58 12
44 61 34
44 62 91
44 63 67
44 64 56
44 66 62
44 67 37
44 68 78
44 69 63
44 71 69
44 72 76
44 73 17
44 74 32
44 75 70
44 78 73
44 79 63
44 80 24
44 81 44
44 83 24
83 44 89
44 84 39
44 86 34
44 87 59
44 88 89
44 89 49
44 92 83
44 93 36
44 94 10
44 98 86
45 46 31
45 47 95
45 48 73
45 49 5
45 50 54
45 51 60
45 52 87
45 53 45
45 54 43
45 56 44
45 57 34
45 59 72
45 60 94
45 61 70
45 64 43
64 45 64
45 65 51
45 66 11
45 67 28
45 68 19
45 69 73
45 70 77
45 72 79
45 73 82
45 75 6
45 77 16
45 78 66
45 79 27
45 80 70
45 82 32
45 83 8
45 84 60
45 85 83
45 86 26
45 87 33
45 88 61
45 90 86
45 91 49
45 92 52
45 93 67
45 94 49
45 95 81
45 96 75
45 98 76
45 99 58
46 48 97
46 51 85
46 53 74
46 54 54
46 57 40
46 58 52
46 60 70
46 61 52
46 62 65
46 64 24
46 65 82
46 66 89
46 67 85
46 69 69
46 70 14
46 71 44
46 75 3
46 78 65
46 79 46
46 84 66
46 85 48
46 89 74
46 90 82
90 46 29
46 91 24
46 92 14
46 93 8
46 94 47
46 95 60
46 96 76
46 97 55
46 99 83
47 49 72
47 54 8
47 56 24
47 57 79
47 58 72
47 59 84
47 60 61
47 63 69
47 64 34
47 67 45
47 68 55
47 69 71
47 70 16
47 73 26
73 47 38
47 74 31
47 75 43
47 77 30
47 79 38
47 82 98
47 83 88
83 47 29
47 85 61
47 86 12
86 47 39
47 89 100
47 90 80
47 92 14
92 47 79
47 95 13
47 96 18
48 50 36
48 51 32
48 52 33
48 53 46
48 54 78
48 55 33
48 56 30
48 57 60
48 58 45
48 60 23
60 48 97
48 61 40
48 63 29
48 65 74
48 66 89
48 68 56
48 70 88
48 73 9
48 74 76
48 75 9
48 76 82
48 77 90
48 78 43
48 80 59
48 81 47
48 83 40
48 86 90
48 87 18
48 89 53
48 92 44
48 94 26
48 95 80
95 48 78
48 96 41
48 99 59
49 50 33
49 51 79
49 53 16
49 54 10
49 55 30
49 58 73
49 59 62
49 61 63
49 62 93
49 64 85
49 66 99
49 70 56
49 73 46
49 75 6
49 76 23
49 77 77
49 78 83
49 79 95
49 80 67
49 81 31
49 83 100
49 84 9
49 86 30
49 87 80
49 88 78
88 49 68
49 89 40
49 90 66
90 49 98
49 93 79
49 95 74
50 51 3
50 53 81
50 54 79
50 56 81
50 60 47
50 63 65
50 64 57
64 50 44
50 66 18
66 50 19
50 67 89
50 68 90
50 69 47
50 71 5
50 73 16
50 74 45
50 75 18
50 76 2
50 78 26
50 80 87
50 81 77
50 85 76
85 50 87
50 87 32
50 88 30
50 90 64
50 93 35
50 94 61
94 50 32
50 96 10
50 97 30
50 98 62
50 99 11
51 52 88
51 53 93
51 55 84
51 56 55
51 57 85
51 60 66
51 61 91
61 51 86
51 64 82
51 67 34
51 69 38
51 71 3
71 51 47
51 72 75
51 74 71
74 51 18
51 75 60
51 76 8
51 77 74
51 78 53
51 79 85
79 51 86
51 80 2
80 51 39
51 81 64
51 82 50
51 83 50
51 84 73
51 85 98
51 89 12
51 91 59
51 92 30
51 94 50
94 51 48
51 95 75
51 97 5
51 98 100
51 99 16
52 54 41
52 55 59
52 56 43
52 57 25
52 58 46
52 59 24
52 60 41
60 52 32
52 63 86
52 65 11
65 52 36
52 66 54
52 67 85
52 68 98
52 69 62
52 70 59
52 71 67
52 72 98
52 73 91
52 74 73
52 76 51
76 52 58
52 77 31
52 78 48
52 79 36
52 80 21
52 81 96
52 82 49
52 84 71
52 85 33
52 86 72
52 89 71
52 90 70
52 92 10
52 93 73
52 96 47
52 97 70
52 98 36
52 99 77
53 54 27
53 55 35
53 58 35
53 60 75
53 62 54
53 63 8
53 65 15
53 67 24
53 70 2
53 71 48
53 72 26
53 73 82
53 75 54
53 78 93
53 79 71
53 83 86
83 53 3
53 84 3
53 86 14
53 87 52
87 53 48
53 88 58
53 89 50
53 91 22
53 92 8
53 95 77
53 96 40
96 53 61
53 97 35
53 98 41
53 99 9
54 56 35
54 57 88
54 63 45
54 64 42
54 66 9
54 67 5
67 54 21
54 68 82
54 69 19
54 70 3
54 71 19
54 72 55
54 73 38
54 76 54
54 77 74
54 80 12
54 81 80
54 83 21
54 84 59
54 85 25
85 54 88
54 86 47
54 88 31
54 89 13
89 54 57
54 90 23
90 54 90
54 91 89
54 93 73
54 94 70
54 96 85
54 97 87
54 98 40
54 99 89
55 56 19
55 57 91
55 60 41
55 61 44
55 64 66
55 67 91
55 68 76
55 69 77
69 55 78
55 70 66
55 71 17
55 73 30
55 74 12
55 75 23
55 76 87
55 77 35
55 78 45
55 80 28
55 81 68
55 83 75
55 84 88
55 85 50
55 88 51
55 89 46
89 55 83
55 90 1
55 92 13
92 55 73
55 95 21
55 96 16
55 98 28
56 57 46
56 58 10
56 60 33
56 61 16
56 62 86
56 63 3
56 64 31
56 66 24
56 67 95
56 68 80
56 71 83
56 72 42
56 73 40
56 74 100
56 76 22
56 78 4
56 79 34
56 80 96
56 81 4
56 84 10
56 85 37
56 88 70
56 89 67
56 90 81
56 91 36
56 93 6
56 94 79
56 96 81
56 97 46
56 98 99
57 59 47
59 57 16
57 62 81
57 63 26
57 64 89
57 66 30
66 57 4
57 67 2
67 57 80
57 68 78
57 69 75
57 70 34
57 71 16
71 57 38
57 72 25
57 75 77
57 76 45
57 78 82
57 80 12
57 81 89
57 82 91
57 83 57
57 84 92
57 85 11
57 87 31
57 88 19
57 89 16
89 57 91
57 92 95
57 93 80
57 96 78
57 97 36
58 59 25
58 63 21
58 65 38
58 66 18
58 68 89
58 69 33
58 70 88
58 73 80
58 74 67
58 75 6
58 76 82
58 79 35
79 58 51
58 81 97
58 82 58
58 83 96
58 84 1
84 58 42
58 85 85
58 86 82
58 89 44
58 90 82
90 58 57
58 91 40
58 93 92
58 95 5
58 96 66
58 97 67
58 98 13
58 99 48
59 63 82
59 64 7
59 65 6
59 66 96
59 69 51
69 59 82
59 70 29
59 73 65
59 74 94
59 75 45
59 77 95
59 78 42
59 79 6
59 80 8
59 81 36
59 82 59
59 84 96
59 85 91
59 89 2
59 90 93
59 92 70
59 94 58
59 99 28
60 61 69
60 62 49
60 63 67
60 64 74
60 68 41
60 70 41
60 71 68
60 72 21
60 73 99
60 74 31
60 76 12
60 77 95
60 78 4
60 79 55
60 80 33
60 81 82
60 84 12
60 85 9
60 87 4
60 89 45
60 91 94
60 92 6
60 93 50
60 96 72
60 97 37
61 62 93
61 63 63
61 66 64
61 67 87
61 68 22
61 70 45
61 71 100
61 72 95
61 74 69
61 77 48
61 78 4
61 82 33
61 83 37
61 84 69
61 85 92
61 89 99
89 61 86
61 90 86
61 92 25
61 93 88
61 94 99
61 96 58
61 98 13
62 63 65
62 66 11
66 62 63
62 67 66
62 68 45
62 70 9
62 71 26
71 62 21
62 75 16
62 77 25
77 62 71
62 78 64
62 80 12
62 81 12
62 83 23
62 85 54
62 86 22
62 88 19
62 90 25
62 91 43
91 62 34
62 92 87
62 93 75
93 62 10
62 94 49
62 95 80
62 96 21
62 97 37
62 98 13
62 99 10
63 64 73
63 66 69
63 68 17
63 69 41
63 70 85
63 72 80
63 73 82
73 63 29
63 74 8
63 76 8
63 78 30
63 79 54
63 81 62
63 82 35
63 83 52
63 84 45
63 85 2
63 87 56
63 91 77
63 92 16
63 93 34
63 94 83
63 95 36
95 63 51
63 97 95
63 99 93
64 65 73
64 66 65
64 67 3
64 70 20
64 73 47
64 74 43
64 78 24
64 79 15
64 81 27
64 82 35
64 83 45
64 84 1
64 86 79
86 64 50
64 87 13
64 88 80
64 90 59
64 91 5
64 92 49
64 93 10
64 94 89
64 96 31
64 97 66
64 98 64
64 99 9
65 66 46
65 67 2
65 68 32
65 70 37
65 71 43
65 72 35
65 74 37
65 76 68
65 78 4
78 65 18
65 80 89
80 65 59
65 83 1
65 84 8
65 85 68
65 87 98
65 89 42
65 90 23
90 65 16
65 91 79
65 92 50
65 93 43
65 94 31
65 95 53
65 97 46
65 99 5
66 67 39
66 68 7
66 71 76
66 72 94
72 66 40
66 73 95
66 74 91
66 75 21
66 76 25
66 77 48
66 78 22
78 66 38
66 81 93
66 83 13
66 84 6
66 85 87
66 86 23
66 87 43
66 88 44
66 89 75
66 90 22
66 91 68
91 66 94
66 92 39
66 94 99
66 95 44
66 97 47
66 98 89
67 68 46
67 69 78
67 71 85
71 67 89
67 73 94
73 67 52
67 75 65
67 76 64
67 78 96
67 79 84
67 80 61
67 81 11
67 82 10
82 67 64
67 85 5
67 87 43
67 88 24
67 90 79
90 67 24
67 91 41
67 92 84
92 67 78
67 96 71
67 97 7
67 98 87
68 72 87
68 74 24
68 75 83
68 76 18
68 78 67
68 79 8
68 81 33
81 68 17
68 82 33
68 83 47
68 84 46
68 85 99
68 86 73
68 87 4
68 88 97
88 68 7
68 89 55
68 90 66
68 91 81
68 93 76
68 94 67
68 95 84
68 96 28
68 98 39
68 99 26
69 71 6
69 72 24
69 73 7
69 74 44
69 75 11
69 76 25
76 69 20
69 77 86
69 78 2
69 80 27
80 69 83
69 81 36
69 85 27
69 86 15
69 87 13
69 88 74
69 89 6
69 90 64
69 91 100
69 92 69
69 93 43
69 94 53
69 95 97
69 96 72
69 98 56
69 99 19
70 72 14
70 74 15
70 75 16
70 77 19
70 78 12
70 79 14
70 80 84
70 81 34
70 82 25
70 84 76
70 86 91
70 93 72
70 97 57
97 70 63
70 99 24
71 72 60
71 73 72
71 74 86
71 76 99
71 77 73
71 79 24
71 80 18
71 82 35
71 84 37
84 71 99
71 86 51
71 87 27
71 88 87
71 90 34
71 92 31
71 93 82
71 96 10
71 97 84
71 98 14
72 75 15
72 76 73
72 77 11
72 79 1
72 82 85
72 85 15
72 86 84
72 87 15
72 89 99
72 90 13
90 72 40
72 91 51
72 94 88
72 95 18
72 97 63
72 98 43
72 99 72
73 74 16
73 75 48
73 81 6
73 83 73
83 73 36
73 84 2
73 86 98
73 87 96
73 93 17
73 95 89
73 96 49
73 97 20
97 73 85
73 98 59
74 76 51
76 74 7
74 77 62
74 78 94
78 74 65
74 80 91
74 81 34
74 83 32
74 85 67
74 86 82
74 87 54
74 88 55
74 89 19
74 91 36
74 92 29
74 93 20
74 94 23
74 96 97
96 74 56
74 97 39
74 98 42
74 99 100
75 78 55
75 79 75
75 80 53
75 81 50
75 82 58
75 84 8
75 85 82
75 86 52
75 87 45
75 89 84
75 91 6
75 93 87
75 95 30
75 98 97
75 99 16
76 77 61
76 78 12
76 79 5
76 80 53
76 83 16
76 84 78
76 87 35
76 89 91
76 90 92
76 91 97
76 92 28
76 93 45
76 95 8
76 96 36
76 97 65
77 78 47
77 82 31
77 83 24
77 84 92
77 85 100
77 87 79
77 88 89
77 89 51
77 91 18
77 94 16
77 95 88
77 97 67
77 98 78
77 99 37
99 77 87
78 80 12
78 81 75
78 82 32
78 85 84
78 87 9
87 78 88
78 88 25
78 89 80
78 90 25
78 92 14
78 93 83
78 95 35
95 78 14
79 80 78
79 81 85
79 82 46
79 83 39
79 84 43
79 85 76
79 86 73
79 88 57
79 91 8
79 92 63
79 96 74
80 81 26
80 82 1
80 83 10
80 84 2
80 86 57
80 89 50
80 90 47
80 91 94
80 92 71
80 94 19
80 96 84
96 80 25
80 97 33
97 80 94
81 82 37
81 83 14
81 86 66
81 87 78
81 90 23
81 95 78
81 96 96
81 98 46
81 99 53
82 84 46
82 87 74
82 90 20
82 91 97
82 94 53
82 96 72
83 84 18
83 86 52
83 87 76
83 88 12
88 83 53
83 89 24
83 90 97
83 91 33
83 92 33
83 94 39
83 96 63
83 97 38
83 98 24
84 85 40
84 87 48
84 88 27
88 84 42
84 90 5
84 92 14
84 93 21
93 84 58
84 95 60
84 97 1
84 98 20
84 99 25
85 86 64
86 85 46
85 87 90
85 91 74
85 93 27
85 94 89
85 95 7
85 97 73
85 98 59
85 99 83
86 87 45
86 89 9
86 90 55
86 91 34
86 92 55
86 93 22
86 95 10
86 96 57
86 97 25
86 98 82
98 86 24
87 89 1
87 91 97
87 92 11
87 94 63
87 97 33
97 87 31
87 98 42
87 99 37
88 90 95
88 91 40
88 92 52
88 93 83
88 94 26
88 95 43
88 97 59
97 88 16
88 99 6
89 90 36
89 91 39
91 89 77
89 92 41
89 93 20
89 94 50
89 95 52
89 96 89
89 97 84
89 98 16
90 92 2
90 94 41
90 97 19
90 98 64
91 92 53
91 93 34
91 94 42
94 91 98
91 96 27
96 91 37
91 97 21
91 98 97
91 99 52
92 93 20
92 94 93
92 95 87
92 96 6
92 97 31
92 99 27
93 94 68
93 95 93
93 96 99
93 97 3
94 95 77
94 97 14
97 94 69
94 98 37
98 94 47
94 99 13
95 97 46
95 99 47
97 98 6
97 99 36

